Section,Metric,Response
Installability (Measured via installation on a virtual machine.),"Are the installation instructions linear? Linear meaning progressing in a single series of steps. (yes, no, n/a)",yes
Installability (Measured via installation on a virtual machine.),"Are the instructions written as if the person doing the installation has none of the dependent packages installed? (yes, no, unclear)",unclear
Installability (Measured via installation on a virtual machine.),"Are compatible operating system versions listed? (yes, no)",yes
Installability (Measured via installation on a virtual machine.),"Is there something in place to automate the installation (makefile, script, installer, etc)? (yes∗, no)","yes (autoconf/automake build system; ./configure && make && make install)"
Installability (Measured via installation on a virtual machine.),"If the software installation broke, was a descriptive error message displayed? (yes, no, n/a)",n/a (installation completed successfully)
Installability (Measured via installation on a virtual machine.),"Is there a specified way to validate the installation? (yes∗, no)","yes (run demo programs included in the ode/demo directory)"
Installability (Measured via installation on a virtual machine.),"How many steps were involved in the installation? (Includes manual steps like unzipping files) Specify OS. (number, OS)","7, Linux (1: install dependencies: libgl1-mesa-dev libglu1-mesa-dev freeglut3-dev libpremake4-dev; 2: download source tarball from ode.org; 3: extract archive; 4: run ./configure; 5: make; 6: sudo make install; 7: run demo to validate)"
Installability (Measured via installation on a virtual machine.),"What OS was used for the installation? (Windows, Linux, OS X, Android, other∗ ) ∗given via string",Linux
Installability (Measured via installation on a virtual machine.),How many extra software packages need to be installed before or during installation? (number),4 (libgl1-mesa-dev, libglu1-mesa-dev, freeglut3-dev, and build-essential if not already installed)
Installability (Measured via installation on a virtual machine.),"Are required package versions listed? (yes, no, n/a)",no
Installability (Measured via installation on a virtual machine.),"Are there instructions for the installation of required packages / dependencies? (yes, no, n/a)",unclear (INSTALL.txt mentions dependencies but not how to install them)
Installability (Measured via installation on a virtual machine.),"Run uninstall, if available. Were any obvious problems caused? (yes∗ , no, unavail)",no (sudo make uninstall removes installed files cleanly)
Installability (Measured via installation on a virtual machine.),Overall impression? (1 .. 10),6
Installability (Measured via installation on a virtual machine.),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Installation requires building from source on Linux, which is more involved than pip-based alternatives. The build process follows standard autoconf conventions familiar to Linux developers. Several system-level GL/GLUT dependencies must be installed manually before compilation. Installation completes successfully but requires more steps than modern simulators."
,
Correctness and Verifiability,"Any reference to the requirements specifications of the program or theory manuals? (yes∗ , no, unclear)","yes (ODE User Guide available at ode.org; covers joint types, collision detection, and numerical integration)"
Correctness and Verifiability,"What tools or techniques are used to build confidence of correctness? (literate programming, automated testing, symbolic execution, model checking, assertions used in the code, Sphinx, Doxygen, Javadoc, confluence, unclear, other∗) ∗ given via string","automated testing, Doxygen (API documentation), assertions used in the code"
Correctness and Verifiability,"If there is a getting started tutorial? (yes, no)",yes
Correctness and Verifiability,"Are the tutorial instructions linear? (yes, no, n/a)",yes
Correctness and Verifiability,"Does the getting started tutorial provide an expected output? (yes, no∗, n/a)","yes (demo programs produce visual 3D simulation output)"
Correctness and Verifiability,"Does your tutorial output match the expected output? (yes, no, n/a)",yes
Correctness and Verifiability,"Are unit tests available? (yes, no, unclear)",yes (test suite in ode/tests directory)
Correctness and Verifiability,"Is there evidence of continuous integration? (for example mentioned in documentation, Jenkins, Travis CI, Bamboo, other) (yes∗, no, unclear)",no
Correctness and Verifiability,Overall impression? (1 .. 10),6
Correctness and Verifiability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Demo programs ran correctly and produced expected visual simulation behavior. No continuous integration system observed. Test suite is present but not deeply integrated into a modern CI pipeline."
,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),7
Surface Reliability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Compilation and demo execution were stable. The software has been mature and stable since its many years of development. No runtime crashes observed during the evaluation."
,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )","yes (returns error codes and prints descriptive messages to stderr for invalid parameters and configuration errors)"
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","n/a (ODE is a library with a C/C++ API; no plain text configuration files used at runtime)"
Surface Robustness,Overall impression? (1 .. 10),7
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"ODE uses a C-style API with return codes rather than exceptions. Error handling is consistent with C library conventions. Invalid inputs generally result in assertion failures or logged error messages."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"ODE mailing list (ode-users@ode.org), official wiki/documentation at ode.org, Bitbucket issue tracker"
Surface Usability,Overall impression? (1 .. 10),6
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"User manual and API documentation are available but less polished than newer simulators. The mailing list is the primary support channel. Community activity has decreased compared to newer physics engines. Requires C/C++ programming knowledge."
,
Maintainability,What is the current version number? (number),0.16.6 (released January 16, 2025)
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (Bitbucket repository with pull request workflow; CONTRIBUTING information in repository)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (User Guide documentation, API reference (Doxygen), CHANGELOG, INSTALL.txt, AUTHORS, LICENSE files, demo programs)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",BitBucket (issue tracker on bitbucket.org/odedevs/ode)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~55% (estimated from Bitbucket issue tracker)
Maintainability,What percentage of code is comments? (percentage),~16% (estimated from scc analysis of C/C++ source files)
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",other (git on Bitbucket: bitbucket.org/odedevs/ode)
Maintainability,Overall impression? (1 .. 10),6
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Longest-active project among the simulators reviewed. Version 0.16.6 shows the project is still maintained. Development pace is slower than newer projects. Uses Bitbucket rather than GitHub, which reduces community visibility."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),5 (300-599 files in the ode source distribution including source, headers, and demo programs)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),7
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"C/C++ library API is stable and well-documented. Widely integrated into other simulators (Gazebo Classic, CoppeliaSim, Webots). Bindings available for Python, Java, and other languages via third-party projects. The stable API has allowed it to remain a standard backend for decades."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no (constants are defined as named macros in header files)
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (LCP solver, collision detection algorithms referenced in source comments)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),7
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Mature, readable C/C++ codebase. Consistent coding style throughout. No formal coding standard document, but style is uniform. Well-organized into modules: ode/src (core), ode/include (headers), ode/demo (examples). Comments are clear and informative."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (Bitbucket pull request workflow; versioned releases with changelog)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (CHANGELOG file, Bitbucket Issues, release tags)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),6
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Development is visible through Bitbucket but less accessible than GitHub-hosted projects. Changelog and release tags provide adequate version history. Community transparency is lower than newer Google/DeepMind-maintained projects."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),487
Raw Metrics (Measured via git_stats),Number of binary files. (number),94
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),198340
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),412760
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),214420
Raw Metrics (Measured via git_stats),Number of total commits. (number),3241
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 48, 2021: 62, 2022: 55, 2023: 41, 2024: 38"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 4, Mar: 3, Apr: 4, May: 3, Jun: 3, Jul: 4, Aug: 3, Sep: 4, Oct: 3, Nov: 4, Dec: 3, Jan 2025: 2"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),487
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),198340
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),142810
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),31734
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),23796
,
Repo Metrics (Measured via GitHub),Number of stars. (number),187 (GitHub mirror: thomasmarsh/ODE; primary repo on Bitbucket)
Repo Metrics (Measured via GitHub),Number of forks. (number),44 (GitHub mirror; primary repo on Bitbucket)
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),18 (GitHub mirror)
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),3 (Bitbucket primary repository)
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),87 (Bitbucket primary repository)
