Section,Metric,Response
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","yes (URDF input for KDL chain creation handles line endings)"
Surface Robustness,Overall impression? (1 .. 10),6
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"KDL uses return-code error handling (rather than exceptions) consistent with real-time embedded design requirements. IK solvers return error codes for unreachable configurations."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"orocos.org mailing list, GitHub Issues, Stack Overflow (orocos tag), ROS Answers for KDL questions"
Surface Usability,Overall impression? (1 .. 10),6
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Documentation is adequate but fragmented across orocos.org and multiple GitHub repos. KDL documentation better maintained than RTT. Most modern users access KDL through ROS."
,
Maintainability,What is the current version number? (number),"KDL: 1.5.1 (2023); RTT: 2.9.1 (2021); components versioned and maintained separately"
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (GitHub pull request workflow; orocos.org contribution guidelines)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (Doxygen API docs, CHANGELOG, release notes, tutorial code, orocos.org design documents)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues and historical orocos.org tracker)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~60% (estimated; higher for KDL than RTT)
Maintainability,What percentage of code is comments? (percentage),~13%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github (migrated from SVN)
Maintainability,Overall impression? (1 .. 10),6
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"KDL actively maintained through its role in ROS; RTT is less active. Multi-repository structure makes maintenance tracking complex. KDL's role as a ROS dependency ensures critical fixes are addressed."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),5 (300-599 files across KDL + RTT components)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),7
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"KDL highly reusable — forms basis of most ROS kinematics tools. LGPL license enables commercial use. RTT component model enables reusable real-time control blocks."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (Denavit-Hartenberg, Newton-Euler referenced in KDL comments)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),6
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"KDL code well-organized around kinematic chain abstraction. RTT more complex due to real-time threading. C++ style is somewhat dated in older files."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub PR workflow for KDL; orocos.org development docs for RTT)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (CHANGELOG, GitHub releases, orocos.org news archive)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),6
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Development history visible through GitHub and historical orocos.org. Multi-component structure reduces transparency. KDL development well-documented through ROS ecosystem."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),412
Raw Metrics (Measured via git_stats),Number of binary files. (number),48
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),97840
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),287340
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),189500
Raw Metrics (Measured via git_stats),Number of total commits. (number),2187 (KDL repository)
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 87, 2021: 73, 2022: 64, 2023: 58, 2024: 41"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 3, Mar: 4, Apr: 5, May: 2, Jun: 6, Jul: 3, Aug: 4, Sep: 2, Oct: 3, Nov: 2, Dec: 3, Jan 2025: 4"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),412
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),97840
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),68488
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),12719
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),16633
,
Repo Metrics (Measured via GitHub),Number of stars. (number),670
Repo Metrics (Measured via GitHub),Number of forks. (number),312
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),58
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),24
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),287
