Section,Metric,Response
Surface Reliability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Installation and initial simulation ran reliably. Unreal Engine provides a stable rendering foundation. The archived status means bugs discovered after November 2022 will not receive official fixes.
,,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )",yes
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)",yes
Surface Robustness,Overall impression? (1 .. 10),7
Surface Robustness,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Python API error messages are informative. Connection timeout and server unavailability produce clear error messages. JSON configuration file parsing is tolerant of minor formatting variations.
,,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",no
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues (archived — read only), AirSim Discord server, Stack Overflow (airsim tag), documentation at microsoft.github.io/AirSim, community forks (Colosseum) for active support"
Surface Usability,Overall impression? (1 .. 10),6
Surface Usability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Documentation was comprehensive at time of archival. The GitHub Issues are now read-only. Community support has migrated to Discord and the Colosseum fork. The Unreal Engine requirement adds complexity for users without game development background.
,,
Maintainability,What is the current version number? (number),1.8
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)",yes
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string",yes
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues — now archived and read-only)
Maintainability,What is the percentage of identified issues that are closed? (percentage),43%
Maintainability,What percentage of code is comments? (percentage),12%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),5
Maintainability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Repository archived by Microsoft in November 2022 with no future updates planned. The Colosseum fork (CodexLabsLLC/Colosseum) is the de facto community continuation. Maintenance score reflects the archived status.
,,
Reusability,"How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8))",8
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),7
Reusability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Multi-language API support (Python, C++, ROS, MATLAB, Java). AirLib (the core physics library) is designed to be independent of Unreal Engine for portability. Python API provides simple and consistent interface for sensor data and vehicle control."
,,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),7
Surface Understandability (Based on 10 random source files),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Well-structured code with clear separation between AirLib (core physics/sensor models), the Unreal Engine plugin, and the Python client. Consistent Microsoft Research coding style. Physics vehicle models are clearly commented."
,,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),6
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Development history is fully visible through GitHub. The archival decision was communicated publicly. Future direction shifted to Microsoft Project AirSim as a commercial product.
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),1678
Raw Metrics (Measured via git_stats),Number of binary files. (number),423
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),342180
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),724390
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),382210
Raw Metrics (Measured via git_stats),Number of total commits. (number),1705
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2018, 412, 2019, 387, 2020, 298, 2021, 243, 2022, 187]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2025, 0]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),1678
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),342180
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),253410
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),41062
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),47708
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),"17,900 (17.9k)"
Repo Metrics (Measured via GitHub),Number of forks. (number),"4,900 (4.9k)"
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),612
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),0 (archived — no new pull requests accepted)
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),487
