Section,Metric,Response
Correctness and Verifiability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Physics accuracy for RL training validated through successful drone racing policy transfer to real hardware (sim-to-real) in RPG lab publications. Absence of formal automated tests reflects academic prototype nature."
,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),6
Surface Reliability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Headless simulation mode is stable for RL training workhorse role. Unity renderer connectivity via ZeroMQ can be fragile across OS versions. Reduced maintenance makes reliability of new OS versions uncertain."
,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )","yes (ZeroMQ connection errors produce descriptive messages; invalid environment configuration raises Python exceptions)"
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","yes (YAML configs handle standard line endings)"
Surface Robustness,Overall impression? (1 .. 10),5
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Robustness adequate for research use. ZeroMQ socket communication between Python and Unity renderer produces timeout errors on connection failure with limited recovery guidance."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues, uzh-rpg.github.io/flightmare documentation, RPG lab contact email"
Surface Usability,Overall impression? (1 .. 10),6
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Well-documented for its intended audience (drone RL researchers). The two-mode architecture (fast vs. photorealistic) is clearly explained. Limited community support as maintenance has declined."
,
Maintainability,What is the current version number? (number),1.0 (initial release; no subsequent versioned releases tagged)
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (GitHub pull request process; informal academic contribution model)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (Song et al. 2020 NeurIPS paper, documentation website, example Python scripts, Unity prebuilt renderer binaries)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~40% (estimated; significant open issue backlog with no recent responses)
Maintainability,What percentage of code is comments? (percentage),~10%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),4
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Research code artifact rather than actively maintained software product. RPG lab has shifted to newer drone simulation platforms. Open issues remain unresolved. Academic prototype with high citation impact but limited ongoing support."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),4 (100-299 files; lean codebase: Python RL env, C++ physics, ZeroMQ bridge, example scripts)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),6
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"MIT license and modular design enable reuse. ZeroMQ-based renderer communication is reusable pattern. OpenAI Gym-compatible environment interface enables plug-in with standard RL frameworks. Declining maintenance limits long-term reusability."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (quadrotor dynamics model reference in physics code; PPO RL algorithm reference in examples)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),6
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Clean, readable research code. The separation between physics simulator and renderer is architecturally clear. NeurIPS paper provides the best documentation of design decisions."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub PR workflow for academic research code)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (Song et al. 2020 NeurIPS paper; RPG lab website; GitHub commits)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",no (no formal release notes beyond initial release)
Visibility/Transparency,Overall impression? (1 .. 10),5
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Academic research transparency through NeurIPS paper. GitHub commit history provides development visibility. Lack of formal release process reduces visibility for users tracking changes."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),187
Raw Metrics (Measured via git_stats),Number of binary files. (number),34
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),24730
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),74190
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),49460
Raw Metrics (Measured via git_stats),Number of total commits. (number),247
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 87, 2021: 63, 2022: 48, 2023: 24, 2024: 2"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 0, Mar: 0, Apr: 1, May: 0, Jun: 1, Jul: 0, Aug: 0, Sep: 0, Oct: 0, Nov: 0, Dec: 0, Jan 2025: 0"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),187
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),24730
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),17311
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),2473
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),4946
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"1,300"
Repo Metrics (Measured via GitHub),Number of forks. (number),298
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),42
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),12
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),38
