Section,Metric,Response
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"Community forum (community.gazebosim.org), GitHub Issues, comprehensive documentation site (gazebosim.org/docs), ROS Answers integration"
Surface Usability,Overall impression? (1 .. 10),10
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have), n/a
,
Maintainability,What is the current version number? (number),Jetty (released September 2025)
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)",yes 
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (documentation, tutorials, API reference, example SDF world files, migration guides, release notes)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git
Maintainability,What is the percentage of identified issues that are closed? (percentage),
Maintainability,What percentage of code is comments? (percentage),To be measured from source code
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),10
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),10
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),10
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),10
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of binary files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total commits. (number),"7,411 (as of research date)"
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),To be measured
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),To be measured
,
Raw Metrics (Measured via scc),Number of text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),To be measured
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"1,200 (1.2k)"
Repo Metrics (Measured via GitHub),Number of forks. (number),373
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),18
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),To be measured from GitHub
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),To be measured from GitHub
