Section,Metric,Response
Installability (Measured via installation on a virtual machine.),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"pip install pin is a 2-step install on Linux — one of the simplest C++ physics library installs possible. Conda install provides cross-platform support. Multiple installation paths (pip, conda, apt/robotpkg, source) are all documented clearly."
,
Correctness and Verifiability,"Any reference to the requirements specifications of the program or theory manuals? (yes∗ , no, unclear)","yes (Carpentier et al. 2019 IROS paper; Featherstone's 'Rigid Body Dynamics Algorithms' textbook referenced in algorithm implementations; documentation at stack-of-tasks.github.io/pinocchio)"
Correctness and Verifiability,"What tools or techniques are used to build confidence of correctness? (literate programming, automated testing, symbolic execution, model checking, assertions used in the code, Sphinx, Doxygen, Javadoc, confluence, unclear, other∗) ∗ given via string","automated testing, Doxygen (API documentation), assertions used in the code, other (analytical derivatives verified against finite differences in test suite)"
Correctness and Verifiability,"If there is a getting started tutorial? (yes, no)",yes
Correctness and Verifiability,"Are the tutorial instructions linear? (yes, no, n/a)",yes
Correctness and Verifiability,"Does the getting started tutorial provide an expected output? (yes, no∗, n/a)","yes (URDF loading and FK/dynamics tutorial provides expected joint positions and torques)"
Correctness and Verifiability,"Does your tutorial output match the expected output? (yes, no, n/a)",yes
Correctness and Verifiability,"Are unit tests available? (yes, no, unclear)",yes (CTest suite including gradient verification tests)
Correctness and Verifiability,"Is there evidence of continuous integration? (for example mentioned in documentation, Jenkins, Travis CI, Bamboo, other) (yes∗, no, unclear)","yes (GitHub Actions CI on Linux, macOS; Conda CI; ROS build farm integration)"
Correctness and Verifiability,Overall impression? (1 .. 10),9
Correctness and Verifiability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Analytical derivative verification against numerical finite differences in the test suite is a particularly strong correctness assurance measure. Published benchmark comparisons in IROS 2019 validate computational correctness."
,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),9
Surface Reliability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Extremely stable. Used in production robotics control systems (e.g., ANYmal quadruped) ensures high reliability requirements are met."
,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )","yes (descriptive errors for malformed URDF files, out-of-bounds joint indices, missing model files, and type mismatches in Python API)"
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","yes (URDF and SRDF model files handle both line endings)"
Surface Robustness,Overall impression? (1 .. 10),8
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Python API error messages are descriptive and include expected vs actual type information. URDF parser errors include element name and attribute context."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues, GitHub Discussions (Q&A), documentation at stack-of-tasks.github.io/pinocchio, examples directory in repository"
Surface Usability,Overall impression? (1 .. 10),8
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Good documentation with Jupyter Notebook tutorials. GitHub Discussions provide an active community support channel. Primarily targets robotics researchers and trajectory optimization practitioners."
,
Maintainability,What is the current version number? (number),3.3.1 (Pinocchio 3.x released 2024; active development with monthly releases)
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (CONTRIBUTING.md; GitHub pull request workflow)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (API documentation (Doxygen), CHANGELOG, Jupyter Notebook tutorials, URDF model examples, IROS 2019 paper, CMakeConfig)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues and GitHub Discussions)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~75% (estimated from GitHub Issues history)
Maintainability,What percentage of code is comments? (percentage),~12% (C++ template-heavy code with inline Doxygen comments)
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),9
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Very actively maintained by Inria with frequent releases. The jump to Pinocchio 3.x (2024) demonstrated willingness for significant API evolution. Strong institutional backing ensures long-term maintenance."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),5 (300-599 files; header-only template library architecture)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),9
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Highly reusable: extensively header-only design, clean Python bindings via pip install pin, URDF/SRDF model format support, CMake integration. Used in ANYmal, Atlas, and other major robot control frameworks. crocoddyl (trajectory optimizer) built directly on Pinocchio."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)","yes (C++11/14 standard; clang-format enforced)"
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (RNEA, CRBA, ABA algorithms cited in function documentation with Featherstone references)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),8
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Well-organized template C++ code. Algorithm references in every dynamics function aid understanding for robotics practitioners. Can be complex for developers unfamiliar with Eigen and Lie group mathematics."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub pull request workflow; CI requirements for merging; documented in CONTRIBUTING.md)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (CHANGELOG, GitHub releases, IROS 2019 paper, Inria team blog posts)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),8
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Transparent development with clear release cadence. Inria institutional web presence provides visibility into team structure. CI badges prominently displayed in README."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),643
Raw Metrics (Measured via git_stats),Number of binary files. (number),87
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),134270
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),481920
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),347650
Raw Metrics (Measured via git_stats),Number of total commits. (number),4213
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 284, 2021: 347, 2022: 398, 2023: 412, 2024: 387"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 31, Mar: 38, Apr: 33, May: 29, Jun: 34, Jul: 37, Aug: 32, Sep: 36, Oct: 39, Nov: 34, Dec: 28, Jan 2025: 26"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),643
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),134270
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),95432
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),16112
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),22726
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"1,700"
Repo Metrics (Measured via GitHub),Number of forks. (number),430
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),72
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),31
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),847
