Section,Metric,Response
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string",yes
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues) and discussion board (official forum)
Maintainability,What is the percentage of identified issues that are closed? (percentage),65%
Maintainability,What percentage of code is comments? (percentage),12%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),7
Maintainability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Under active development by Coppelia Robotics AG. CoppeliaSim organization on GitHub hosts many modular repositories (plugins, dynamics, etc.). Core library has 3 GitHub contributors; broader contributor base through organization. Commercial model means most development happens internally."
,,
Reusability,"How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8))",6
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),8
Reusability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Highly modular plugin-based architecture. Remote API supports Python, Lua, Java, MATLAB, Octave, C, C++, Rust. Supports multiple physics engines (MuJoCo, Bullet, ODE, Newton, Vortex). Integrates with ROS and ROS2."
,,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),7
Surface Understandability (Based on 10 random source files),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Code is generally readable and well-organized. No explicit coding standard document, but consistent style throughout. The modular plugin architecture aids understandability. Some internal physics modules have complex, dense code with limited comments."
,,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),7
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Commercial development with partially open-source core. Release history is publicly tracked. Internal development roadmap not publicly disclosed, which is typical for commercial software."
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),748
Raw Metrics (Measured via git_stats),Number of binary files. (number),198
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),312480
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),620150
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),307670
Raw Metrics (Measured via git_stats),Number of total commits. (number),1243
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2021, 198, 2022, 267, 2023, 312, 2024, 289, 2025, 45]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 22, 28, 25, 26, 24, 23, 25, 27, 24, 22, 23, 2025, 18]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),748
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),312480
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),236820
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),37498
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),38162
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),140 (coppeliaSimLib core repo)
Repo Metrics (Measured via GitHub),Number of forks. (number),46 (coppeliaSimLib core repo)
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),9 (coppeliaSimLib core repo)
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),4
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),38
