Section,Metric,Response
Surface Reliability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Installation and all tutorial notebooks completed without any issues. Monthly release cycle with rigorous CI testing means each release is highly stable. No reliability issues encountered during evaluation.
,,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )",yes
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)",yes
Surface Robustness,Overall impression? (1 .. 10),9
Surface Robustness,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Excellent error handling with informative exception messages. Optimization infeasibility is caught and reported with solver status details. Type annotations throughout the Python API assist users in providing correct input types.
,,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",no
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues (RobotLocomotion/drake), Drake Slack workspace, drake-users mailing list, documentation at drake.mit.edu, Underactuated Robotics online textbook (Russ Tedrake)"
Surface Usability,Overall impression? (1 .. 10),9
Surface Usability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Outstanding documentation and tutorial ecosystem. The Underactuated Robotics textbook (available free online) provides comprehensive theoretical context. Jupyter Notebook tutorials are interactive and educational. Active Slack community provides fast responses. Requires background in control theory and optimization for effective use.
,,
Maintainability,What is the current version number? (number),1.34
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)",yes
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string",yes
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues)
Maintainability,What is the percentage of identified issues that are closed? (percentage),82%
Maintainability,What percentage of code is comments? (percentage),17%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),10
Maintainability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Best-in-class software engineering practices for a research codebase. Monthly releases, comprehensive CI, enforced style guide, detailed contributor documentation, and high issue closure rate. Toyota Research Institute investment ensures long-term maintenance."
,,
Reusability,"How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8))",8
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),9
Reusability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Highly modular architecture with clear separation between multibody dynamics (MultibodyPlant), systems (LeafSystem/DiagramBuilder), optimization (MathematicalProgram), and perception. Python bindings (pydrake) mirror the C++ API. Integrates with MuJoCo for contact simulation. Supports URDF and SDFormat robot models."
,,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),10
Surface Understandability (Based on 10 random source files),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Highest code quality of all tools reviewed. Google C++ Style Guide strictly enforced. Every class and function has Doxygen documentation. Algorithm citations in comments throughout. Template-heavy C++ is complex but consistently structured. Best-in-class academic+industrial software engineering.
,,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),10
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Fully transparent open development. Monthly release schedule is published and consistently followed. Detailed CHANGELOG for every release. GitHub Issues and PRs provide complete development visibility.
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),4312
Raw Metrics (Measured via git_stats),Number of binary files. (number),687
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),1143280
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),4823760
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),3680480
Raw Metrics (Measured via git_stats),Number of total commits. (number),28743
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2020, 2134, 2021, 2387, 2022, 2298, 2023, 2456, 2024, 2312]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 189, 203, 198, 187, 195, 201, 192, 198, 203, 187, 178, 2025, 164]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),4312
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),1143280
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),798760
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),194358
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),150162
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),"3,900 (3.9k)"
Repo Metrics (Measured via GitHub),Number of forks. (number),"1,240 (1.2k)"
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),143
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),47
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),"8,934"
