Section,Metric,Response
Installability (Measured via installation on a virtual machine.),"What OS was used for the installation? (Windows, Linux, OS X, Android, other∗ ) ∗given via string",Linux
Installability (Measured via installation on a virtual machine.),How many extra software packages need to be installed before or during installation? (number),1
Installability (Measured via installation on a virtual machine.),"Are required package versions listed? (yes, no, n/a)",yes
Installability (Measured via installation on a virtual machine.),"Are there instructions for the installation of required packages / dependencies? (yes, no, n/a)",yes
Installability (Measured via installation on a virtual machine.),"Run uninstall, if available. Were any obvious problems caused? (yes∗ , no, unavail)",no
Installability (Measured via installation on a virtual machine.),Overall impression? (1 .. 10),9
Installability (Measured via installation on a virtual machine.),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Extremely easy installation on Ubuntu via apt. Among the simplest C++ library installs reviewed. The apt package includes both the library and Python bindings. Prebuilt packages available on Ubuntu, macOS Homebrew, and via vcpkg on Windows."
,,
Correctness and Verifiability,"Any reference to the requirements specifications of the program or theory manuals? (yes∗ , no, unclear)",yes
Correctness and Verifiability,"What tools or techniques are used to build confidence of correctness? (literate programming, automated testing, symbolic execution, model checking, assertions used in the code, Sphinx, Doxygen, Javadoc, confluence, unclear, other∗) ∗ given via string","automated testing, Doxygen (API documentation), other (built-in benchmarking framework for algorithm correctness and performance comparison)"
Correctness and Verifiability,"If there is a getting started tutorial? (yes, no)",yes
Correctness and Verifiability,"Are the tutorial instructions linear? (yes, no, n/a)",yes
Correctness and Verifiability,"Does the getting started tutorial provide an expected output? (yes, no∗, n/a)",yes
Correctness and Verifiability,"Does your tutorial output match the expected output? (yes, no, n/a)",yes
Correctness and Verifiability,"Are unit tests available? (yes, no, unclear)",yes
Correctness and Verifiability,"Is there evidence of continuous integration? (for example mentioned in documentation, Jenkins, Travis CI, Bamboo, other) (yes∗, no, unclear)",yes
Correctness and Verifiability,Overall impression? (1 .. 10),9
Correctness and Verifiability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Built-in benchmarking infrastructure is unique among reviewed tools — allows direct correctness and performance comparison of planning algorithms. Peer-reviewed publication and academic provenance provide strong confidence.
,,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),9
Surface Reliability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Extremely stable library. Planners are probabilistically complete by design and documented as such. No runtime crashes during tutorial testing.
,,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )",yes
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)",yes
Surface Robustness,Overall impression? (1 .. 10),8
Surface Robustness,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Library provides clear error messages for misconfigured state spaces and goal regions. Planner timeout behavior is well-defined and configurable.
,,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",no
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues, ompl-users Google Group mailing list, documentation at ompl.kavrakilab.org, Stack Overflow (ompl tag)"
Surface Usability,Overall impression? (1 .. 10),8
Surface Usability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Very well-documented for an academic library. Website contains extensive tutorials for C++ and Python users. Benchmarking documentation is particularly thorough. Primarily targets robotics researchers and graduate students.
,,
Maintainability,What is the current version number? (number),1.7.0
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)",yes
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string",yes
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues)
Maintainability,What is the percentage of identified issues that are closed? (percentage),78%
Maintainability,What percentage of code is comments? (percentage),17%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),8
Maintainability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Steadily maintained by Kavraki Lab with regular releases. The 1.7.0 release included contributions from 19 researchers. Long-term maintenance supported by NSF and the academic need for a standard motion planning benchmarking platform.
,,
Reusability,"How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8))",5
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),9
Reusability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Extremely reusable by design — OMPL is explicitly designed as a library to be integrated into other frameworks. Used in MoveIt, OpenRAVE, Gazebo, and numerous custom robotics systems. Plugin architecture for custom planners and state spaces."
,,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),9
Surface Understandability (Based on 10 random source files),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Exemplary academic C++ library design. Each planner is a clearly bounded class. Algorithm papers cited in Doxygen. Consistent interface across all 30+ planners makes the codebase highly readable.
,,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),9
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Highly transparent development process. Academic origin ensures design decisions are documented in peer-reviewed literature. CI status badges visible in README.
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),487
Raw Metrics (Measured via git_stats),Number of binary files. (number),63
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),128740
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),374210
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),245470
Raw Metrics (Measured via git_stats),Number of total commits. (number),3842
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2020, 172, 2021, 198, 2022, 156, 2023, 134, 2024, 117]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 9, 11, 10, 8, 9, 12, 10, 9, 11, 14, 16, 2025, 8]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),487
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),128740
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),86658
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),21886
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),20196
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),2000
Repo Metrics (Measured via GitHub),Number of forks. (number),546
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),112
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),17
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),687
