Section,Metric,Response
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),8
Surface Reliability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Reliable for embodied AI research workloads. GPU memory management for large-scale multi-process training is well-handled. Tutorial notebooks run cleanly.
,,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )",yes
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)",yes
Surface Robustness,Overall impression? (1 .. 10),7
Surface Robustness,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Good error handling especially for dataset path and GPU configuration issues which are the most common failure modes for new users.
,,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",no
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues, GitHub Discussions, aihabitat.org documentation, AI Habitat Discord server, mailing list"
Surface Usability,Overall impression? (1 .. 10),8
Surface Usability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Exceptional interactive documentation: Jupyter notebooks + Colab links for every major tutorial. Habitat Challenge (EmbodiedAI competition) drives community engagement. Discord server provides active support from FAIR team.
,,
Maintainability,What is the current version number? (number),0.3
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)",yes
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string",yes
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues and GitHub Discussions)
Maintainability,What is the percentage of identified issues that are closed? (percentage),71%
Maintainability,What percentage of code is comments? (percentage),14%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),8
Maintainability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Strongly maintained by FAIR with dedicated team. Rapid iteration tied to Habitat Challenge competition cadence. Facebook CLA for contributions is standard for Meta open-source projects.
,,
Reusability,"How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8))",6
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),8
Reusability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Highly reusable Python API. MIT license enables commercial and research use. Conda install simplicity and Docker images lower integration barrier. Used in hundreds of embodied AI papers. Habitat-Lab provides RL training framework built on top of Habitat-Sim.
,,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),8
Surface Understandability (Based on 10 random source files),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Well-structured Python and C++ code following FAIR engineering standards. Enum-based configuration system (Habitat Config) is well-documented. Notebook-based documentation aids understanding significantly.
,,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),8
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Development highly transparent through FAIR publications and active GitHub. Annual Habitat Challenge drives public roadmap visibility. aihabitat.org provides clear version history.
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),784
Raw Metrics (Measured via git_stats),Number of binary files. (number),248
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),196430
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),736840
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),540410
Raw Metrics (Measured via git_stats),Number of total commits. (number),3287
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2020, 431, 2021, 487, 2022, 412, 2023, 378, 2024, 312]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 24, 28, 22, 26, 29, 31, 27, 24, 22, 26, 29, 2025, 24]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),784
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),196430
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),138901
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),27500
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),30029
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),"2,800"
Repo Metrics (Measured via GitHub),Number of forks. (number),631
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),87
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),27
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),724
