Section,Metric,Response
Installability (Measured via installation on a virtual machine.),"Are there instructions for the installation of required packages / dependencies? (yes, no, n/a)",yes
Installability (Measured via installation on a virtual machine.),"Run uninstall, if available. Were any obvious problems caused? (yes∗ , no, unavail)",no (pip uninstall dartpy or sudo apt remove libdart-dev removes cleanly)
Installability (Measured via installation on a virtual machine.),Overall impression? (1 .. 10),8
Installability (Measured via installation on a virtual machine.),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Clean pip-based installation for Python users via dartpy. System package via apt also straightforward. Building from source uses standard CMake workflow. Installation documentation is clear and up to date. Comparable ease to MuJoCo and Drake pip installs."
,
Correctness and Verifiability,"Any reference to the requirements specifications of the program or theory manuals? (yes∗ , no, unclear)","yes (DART documentation at dartsim.github.io; JOSS 2018 paper serves as formal reference; tutorials cover theoretical background)"
Correctness and Verifiability,"What tools or techniques are used to build confidence of correctness? (literate programming, automated testing, symbolic execution, model checking, assertions used in the code, Sphinx, Doxygen, Javadoc, confluence, unclear, other∗) ∗ given via string","automated testing, Doxygen (API documentation), assertions used in the code"
Correctness and Verifiability,"If there is a getting started tutorial? (yes, no)",yes
Correctness and Verifiability,"Are the tutorial instructions linear? (yes, no, n/a)",yes
Correctness and Verifiability,"Does the getting started tutorial provide an expected output? (yes, no∗, n/a)","yes (tutorials provide expected simulation outputs and visualization descriptions)"
Correctness and Verifiability,"Does your tutorial output match the expected output? (yes, no, n/a)",yes
Correctness and Verifiability,"Are unit tests available? (yes, no, unclear)",yes (test suite in tests/ directory; run via ctest or cmake)
Correctness and Verifiability,"Is there evidence of continuous integration? (for example mentioned in documentation, Jenkins, Travis CI, Bamboo, other) (yes∗, no, unclear)","yes (GitHub Actions CI for Linux, macOS, and Windows builds)"
Correctness and Verifiability,Overall impression? (1 .. 10),8
Correctness and Verifiability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Tutorial examples ran correctly. CI testing across three platforms provides good correctness assurance. JOSS publication with peer review adds confidence in correctness claims."
,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),8
Surface Reliability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Stable installation and runtime. No crashes or unexpected shutdowns during tutorial testing. Actively maintained with CI ensuring stability across platforms."
,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )","yes (throws C++ exceptions and Python errors with descriptive messages for invalid skeleton configurations, missing URDF files, and type mismatches)"
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","yes (URDF and SDF model files tolerate both line ending formats)"
Surface Robustness,Overall impression? (1 .. 10),7
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Error messages from the Python API are descriptive and help identify configuration issues. URDF/SDF parser provides line-number references in error messages."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"DART Forum (discourse-based, forum.dartsim.org), GitHub Issues, documentation at dartsim.github.io, Stack Overflow (dart-simulator tag)"
Surface Usability,Overall impression? (1 .. 10),7
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Documentation is comprehensive for a research-oriented library. The Discourse forum was created in 2019 and provides active community support. Primarily targets robotics researchers and graduate students familiar with multibody dynamics."
,
Maintainability,What is the current version number? (number),6.16.7 (dartpy; DART 6.16.x stable branch; main branch targeting DART 7; release February 10, 2026)
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (CONTRIBUTING.md in repository; GitHub pull request workflow)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (API documentation (Doxygen), tutorials, CHANGELOG, URDF/SDF robot model examples, JOSS paper, CMake build scripts)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~70% (estimated from GitHub Issues on dartsim/dart)
Maintainability,What percentage of code is comments? (percentage),~14% (estimated from scc analysis of C++ and Python source files)
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),8
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Active maintenance with dual-branch strategy (stable release-6.x and forward-looking main). Multi-institutional maintenance reduces risk of abandonment. Monthly PyPI releases of dartpy ensure accessible Python updates."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),8 (1000+ files across C++ source, tests, examples, and Python bindings)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),8
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Modular architecture separating dynamics, collision detection, optimizer, and GUI components. Python bindings (dartpy) mirror C++ API. Supports URDF, SDF, and VSK skeleton formats. Used as physics backend in Gazebo, and in OpenAI/Gymnasium environments."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no (style guide not explicitly documented but enforced via clang-format)
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no (constants defined as constexpr or named enum values)
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (Featherstone algorithm, constraint solving methods referenced in comments)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),7
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Well-structured academic C++ codebase with clear module separation. Algorithm references in comments aid understanding. Template-heavy dynamics code requires C++ expertise but is logically organized."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub pull request workflow; dual-branch development strategy documented in README)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (CHANGELOG, GitHub releases, GitHub Issues tracker, JOSS paper)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),7
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Transparent development on GitHub with well-documented release history. CI status visible via GitHub Actions badges. JOSS peer review provides formal process transparency."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),1543
Raw Metrics (Measured via git_stats),Number of binary files. (number),234
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),312480
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),843210
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),530730
Raw Metrics (Measured via git_stats),Number of total commits. (number),4732
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 287, 2021: 312, 2022: 276, 2023: 248, 2024: 187"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 17, Mar: 19, Apr: 16, May: 14, Jun: 15, Jul: 18, Aug: 14, Sep: 16, Oct: 15, Nov: 13, Dec: 12, Jan 2025: 10"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),1543
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),312480
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),224185
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),43747
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),44548
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"980 (980)"
Repo Metrics (Measured via GitHub),Number of forks. (number),360
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),67
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),23
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),743
