Section,Metric,Response
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Highly transparent: NSF-funded research requires public documentation. SBEL website details current research activities. CI statistics publicly visible on projectchrono.org.
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),3142
Raw Metrics (Measured via git_stats),Number of binary files. (number),487
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),743820
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),2413670
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),1669850
Raw Metrics (Measured via git_stats),Number of total commits. (number),12847
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2020, 1087, 2021, 1243, 2022, 1387, 2023, 1156, 2024, 987]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 78, 92, 84, 97, 88, 76, 69, 83, 91, 84, 76, 2025, 69]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),3142
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),743820
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),527551
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),96696
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),119573
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),"2,300"
Repo Metrics (Measured via GitHub),Number of forks. (number),587
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),98
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),42
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),"1,234"
