Section,Metric,Response
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues and GitHub Discussions)
Maintainability,What is the percentage of identified issues that are closed? (percentage),55%
Maintainability,What percentage of code is comments? (percentage),9%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),5
Maintainability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Single primary maintainer creates sustainability risk. The v4.x rewrite was substantial but created migration burden for existing users. Long history (20+ years) demonstrates commitment but also shows challenges of personal-project maintenance at scale.
,,
Reusability,"How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8))",6
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),6
Reusability,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)","Zlib license is very permissive (even for closed-source commercial use). C API with C++ wrapper enables integration in any language via FFI. Python and Lua bindings available. Widely integrated as Gazebo optional physics engine and in game engines (OGRE3D, Irrlicht). API stability within major version maintained."
,,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)",no
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),6
Surface Understandability (Based on 10 random source files),"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Code reflects a long-lived personal project by a single expert author. Physics domain knowledge required for full comprehension. The v4.x rewrite improved code organization significantly over v3.x.
,,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)",yes
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))",yes
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),5
Visibility/Transparency,"Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have)",Development visibility acceptable for personal project. newtondynamics.com blog historically provided good insight into design decisions. GitHub migration consolidated development tracking.
,,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),743
Raw Metrics (Measured via git_stats),Number of binary files. (number),187
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),284730
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),843210
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),558480
Raw Metrics (Measured via git_stats),Number of total commits. (number),3847
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"[2020, 287, 2021, 342, 2022, 298, 2023, 156, 2024, 87]"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"[2024, 6, 8, 7, 9, 11, 5, 4, 6, 8, 7, 6, 2025, 4]"
,,
Raw Metrics (Measured via scc),Number of text-based files. (number),743
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),284730
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),202358
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),25625
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),56747
,,
Repo Metrics (Measured via GitHub),Number of stars. (number),870
Repo Metrics (Measured via GitHub),Number of forks. (number),198
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),38
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),8
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),127
