Section,Metric,Response
Installability (Measured via installation on a virtual machine.),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Installation is simple once ROS 2 is set up (single apt command). ROS 2 prerequisite installation itself involves several steps (adding apt repo, keys, etc.) but is well-documented. MoveIt 2 documentation is excellent with step-by-step Docker option for a simpler alternative."
,
Correctness and Verifiability,"Any reference to the requirements specifications of the program or theory manuals? (yes∗ , no, unclear)","yes (moveit.ai documentation; Chitta et al. 2012 IROS and Coleman et al. 2014 IEEE RA-M papers; MoveIt concepts documentation)"
Correctness and Verifiability,"What tools or techniques are used to build confidence of correctness? (literate programming, automated testing, symbolic execution, model checking, assertions used in the code, Sphinx, Doxygen, Javadoc, confluence, unclear, other∗) ∗ given via string","automated testing, Doxygen (API documentation), Sphinx (Python API docs)"
Correctness and Verifiability,"If there is a getting started tutorial? (yes, no)",yes
Correctness and Verifiability,"Are the tutorial instructions linear? (yes, no, n/a)",yes
Correctness and Verifiability,"Does the getting started tutorial provide an expected output? (yes, no∗, n/a)","yes (tutorials show expected RViz visualization of planned robot trajectories)"
Correctness and Verifiability,"Does your tutorial output match the expected output? (yes, no, n/a)",yes
Correctness and Verifiability,"Are unit tests available? (yes, no, unclear)",yes (comprehensive test suite using ROS testing framework; integration tests with robot models)
Correctness and Verifiability,"Is there evidence of continuous integration? (for example mentioned in documentation, Jenkins, Travis CI, Bamboo, other) (yes∗, no, unclear)","yes (GitHub Actions CI; ROS build farm (build.ros.org) for all supported ROS 2 distributions)"
Correctness and Verifiability,Overall impression? (1 .. 10),9
Correctness and Verifiability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Excellent CI coverage across multiple ROS 2 distributions. Deployed on real robots globally demonstrates real-world correctness validation. ROS build farm provides system-level integration testing."
,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),8
Surface Reliability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Highly reliable given deployment on physical robot hardware in industrial and research settings. Stability requirements for industrial manipulation applications drive careful release management."
,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )","yes (URDF parse errors include XML element and line details; planner timeout produces descriptive failure messages; collision object type errors caught in Python and C++ API)"
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","yes (URDF, SRDF, and configuration YAML files handle line endings robustly)"
Surface Robustness,Overall impression? (1 .. 10),8
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Error messages from both C++ and Python APIs are descriptive and actionable. Planning failure messages include reason (timeout, no valid configuration, goal unreachable) and suggested fixes."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Discussions, GitHub Issues, ROS Discourse (moveit category), annual World MoveIt Day, Discord server, documentation at moveit.ai"
Surface Usability,Overall impression? (1 .. 10),9
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Exceptional documentation with Docker quickstart, Jupyter notebooks, and step-by-step tutorials. Large active community via ROS Discourse. MoveIt Setup Assistant GUI simplifies robot configuration. Annual World MoveIt Day brings concentrated community contribution."
,
Maintainability,What is the current version number? (number),"2.9.0 (January 9, 2024 release; 2.12.x under development for ROS 2 Jazzy/Rolling)"
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (CONTRIBUTING.md; detailed contributing guide at moveit.ai; PickNik engineers perform code review)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (Doxygen API docs, CHANGELOG, release notes, tutorial Python notebooks, URDF/SRDF robot examples, ROS launch files, Docker images)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues and GitHub Projects)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~73% (estimated from GitHub Issues on moveit/moveit2)
Maintainability,What percentage of code is comments? (percentage),~14%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),9
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Excellent maintenance by PickNik Robotics with professional software engineering practices. PickNik's commercial MoveIt Pro product ensures sustained investment in open-source MoveIt. Google Summer of Code brings fresh contributors annually."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),8 (1000+ files across planning infrastructure, plugin interfaces, RViz plugins, and tutorials)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),9
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Highly reusable plugin architecture: planning algorithms, kinematics solvers, collision checkers all swappable as plugins. Python MoveIt interface wraps C++ API. Supports virtually all major robot arms via URDF. Used in manufacturing, surgical robotics, and research globally."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)","yes (ROS C++ style guide; clang-format configuration included)"
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (OMPL planners, Bullet/FCL collision libraries, and trajectory optimization methods referenced)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),8
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Well-structured codebase following ROS conventions. Plugin interfaces clearly defined. ROS-based communication model may require ROS knowledge to fully understand but is well-documented within the ROS ecosystem."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub PR workflow with PickNik engineer review; contribution guide; ROS-REP (ROS Enhancement Proposals) for major changes)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (CHANGELOG, GitHub release notes, moveit.ai blog, ROS Discourse announcements, World MoveIt Day recap posts)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),9
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Exemplary development transparency. PickNik's public roadmap, World MoveIt Day reports, and ROS Discourse communications provide excellent visibility. CI status and release schedules are publicly posted."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),1847
Raw Metrics (Measured via git_stats),Number of binary files. (number),287
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),347210
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),1234870
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),887660
Raw Metrics (Measured via git_stats),Number of total commits. (number),7843 (moveit2; combined moveit + moveit2 ~14,000+)
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 623, 2021: 874, 2022: 1134, 2023: 1087, 2024: 943"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 74, Mar: 83, Apr: 79, May: 87, Jun: 72, Jul: 68, Aug: 76, Sep: 81, Oct: 92, Nov: 86, Dec: 79, Jan 2025: 64"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),1847
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),347210
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),250072
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),48609
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),48529
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"1,700 (moveit2); 2,000 (moveit ROS 1)"
Repo Metrics (Measured via GitHub),Number of forks. (number),"716 (moveit2); 984 (moveit ROS 1)"
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),87
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),83
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),"2,347"
